name,city,province,country,governing_body,org_type,id
"Stoney Creek Sabres","Stoney Creek","ON","CA","OWHA","association","763f36d3-eae0-4409-9f13-e3af79844de0"
"Stoney Creek Warriors","Stoney Creek","ON","CA","OMHA","association","0d6aaa1f-3295-4405-9098-bd6ae0efd123"
"Stony Mountain Flames","Stony Mountain","MB","CA","IMH","association","86060158-0482-4139-91e4-93b089c22aee"
"Stony Plain Predators","Stony Plain","AB","CA","EFHL","association","949bb9ea-5f86-49b0-90da-314e02e0f850"
"Stouffville Clippers","Stouffville","ON","CA","OMHA","association","229f733b-8b6b-40c7-a695-8080b8ed895c"
"Stoughton Vikings","Stoughton","WI","US","WAHA","association","762a9bfe-17fa-4ebb-aba6-7c305d2e6a12"
"Stowe Raiders","Stowe","VT","US","VSAHA","association","52c62f71-3499-4a49-bfd8-f5db6efbe298"
"Straight Shore Storm","Wesleyville","NL","CA","Independent","association","b060bc0f-bcca-4827-bd43-de18e1e3a66e"
"Strait Richmond Pirates","Port Hawkesbury","NS","CA","NCHL","association","eba9f1f4-42fd-4b74-9292-3e49956602cd"
"Straits Rifters","Saint Barbe","NL","CA","Independent","association","6f50a06a-afb2-4aef-8ee9-a7fd14fdf9c6"
"Strasbourg Maroons","Strasbourg","SK","CA","ECMHL","association","9e5a923a-fb94-4472-9476-6f82fce35cf5"
"Stratford Aces","Stratford","ON","CA","OWHA","association","1e0f97e3-c984-4169-834b-a9c234d02cf6"
"Stratford Warriors","Stratford","ON","CA","OMHA","association","f5fdf876-1d90-4398-af61-9dfec3ca830e"
"Strathcona Warriors","Strathcona","AB","CA","AEHL","association","befdcdd1-c0e9-466e-98cb-3beea146a95e"
"Strathmore Storm","Strathmore","AB","CA","CAHL","association","7295ff69-31be-4c4e-90a7-f4c5e1a455aa"
"Strathroy Jr Rockets","Strathroy","ON","CA","OMHA","association","a1126fde-fac2-49de-8a00-861d2dfe8ee9"
"Streetsville Derbys","Streetsville","ON","CA","MHL","association","9c859dab-71e9-441f-ad99-a31f41e317f8"
"Streetsville Tigers","Streetsville","ON","CA","GTHL","association","afba9ae9-7932-4a26-85dd-c05443f2d29d"
"Strongsville Mustangs","Strongsville","OH","US","CSHL","association","c36e7e84-90ed-41ff-a0c3-0a5c4f01907e"
"Sturgeon Lake Thunder","Fenelon Falls","ON","CA","OMHA","association","6c2a3e3e-4744-47ec-a79b-68f8c2420cb3"
"Sturgeon Sting","Morinville","AB","CA","EFHL","association","2aef89bd-eddd-47fa-b56d-cdb7314521ac"
"Sud-Ouest Attack","Montreal","QC","CA","LHGM","association","175b10b2-072e-4f0f-ae9c-f669d861e5a5"
"Sudbury Lady Wolves","Sudbury","ON","CA","OWHA","association","e10ae843-97d6-4524-a8d2-1475c644f3d7"
"Sudbury Wolves","Sudbury","ON","CA","NDMHL","association","4e255d61-4b73-4226-a3ba-bf2a11761a8a"
"Summerland Jets","Summerland","BC","CA","OMAHA","association","2e0d4c2d-9659-44d0-a5c3-320cd602d1da"
"Summerside Capitals","Summerside","PE","CA","HPEI","association","0f4adb03-849f-467e-85f8-2aa5b4c98a3d"
"Summit Lightning","Breckenridge","CO","US","CAHA-CO","association","88c4ccd0-a139-4b1c-b3bf-47781f1f2051"
"Sun County Panthers","Essex","ON","CA","OMHA","association","f1cf0777-f7c0-4c0d-9e6e-ac6b0b254d35"
"Sun Prairie Groundhogs","Sun Prairie","WI","US","WAHA","association","59379d80-d7ae-416d-bb16-5ab5b939d3e7"
"Sun Valley","Sun Valley","ID","US","IAHA","association","f5ef734e-65da-48a7-8ade-d2754d42fe8b"
"Sundre Huskies","Sundre","AB","CA","CAHL","association","0bda039f-08a5-469e-906b-dd7aecbe1ba7"
"Sunshine Coast Blues","Sechelt","BC","CA","PCAHA","association","6892d792-5da0-4a4d-93cb-27ed2183fa4c"
"Superior Spartans","Superior","WI","US","MN11","association","0b8935fa-864c-4e29-b78b-c6cb476f297f"
"Suroit Express","Chateauguay","QC","CA","LHGM","association","16be38bd-0327-4aec-a8e8-b853408a2ce4"
"Surrey Falcons","Surrey","BC","CA","PCAHA","association","19bace6c-bf0a-4529-a098-f16c06403d81"
"Surrey Thunder","Surrey","BC","CA","PCAHA","association","270eccf8-d5a9-4b4b-8f42-c3867c69fd2c"
"Susquehanna Valley Stampede","Sunbury","PA","US","DVHL","association","b2f81e83-2659-45fc-a56c-6d4bdb145bb0"
"Sussex Rangers","Sussex","NB","CA","SNBMHL","association","433be530-f461-4741-a403-92881195d457"
"Swan Lake Cougars","Swan Lake","MB","CA","PVMHA","association","86c57e2a-32e5-49ed-be8e-6895b53cb117"
"Swan Valley Stampeders","Swan River","MB","CA","MHL-SK","association","b95faf73-cebd-4b52-8893-8ec34df32824"
"SWAT","Edmonton","AB","CA","EFHL","association","8a6e4ecb-0eba-458a-addd-4f19b47c518a"
"Swift Current","Swift Current","SK","CA","SAAHL","association","3c0b5f0d-71a8-43bb-b6c8-f4a1dafa8fd0"
"SWZ Oil Kings","Edmonton","AB","CA","EFHL","association","be4318d2-8e88-4f0f-9179-59c8e1ae559f"
"Sydney Steelers","Sydney","NS","CA","NCHL","association","afab40a5-e9ea-4e3b-af3e-f86c852a6c31"
"Sylvan Lake Lakers","Sylvan Lake","AB","CA","CAHL","association","a6de6f22-bef2-4d30-a62f-ed6992c72c96"
"Sylvania North Stars","Sylvania","OH","US","LCAHL","association","c1db5c3a-1cb8-4706-bf9c-1ef70eb01033"
"Syracuse Nationals","Syracuse","NY","US","Independent","association","4116272c-0a89-4088-a399-f480dc0d8946"
"Syracuse Valley Eagles","Syracuse","NY","US","CNY","association","00753343-33ce-4b94-8ea1-2d0b9d8f3553"
"Taber Golden Suns","Taber","AB","CA","CAHL","association","b11cb6e7-90c2-4339-91fd-18e188495ad1"
"Tacoma Rockets","Tacoma","WA","US","Metro","association","f715f2c6-6d47-4fcf-8514-0430051bf3a3"
"Tahquamenon Red Wings","Newberry","MI","US","CUP","association","d2174a4f-5097-4e80-a74b-9cd9b9ac38ba"
"Talbot Trail Blazers","Essex","ON","CA","Bluewater","association","70ae3ddb-ea3b-44b3-abe6-31a2a4b2889d"
"Tampa Bay Crunch","Wesley Chapel","FL","US","NGHL","association","78912096-82e8-48a7-8971-c022f4dbf1ab"
"Tampa Bay Hockey Club","Oldsmar","FL","US","SFHL","association","c716cadf-0b0a-4991-8ef0-3f04284b0717"
"Tampa Bay Krewe","Wesley Chapel","FL","US","Independent","association","d0df068b-d49e-496e-a805-dc233a48ae3e"
"Tampa Bay Lightning","Oldsmar","FL","US","SFGHL","association","3359ce9f-e751-4633-853b-7bfd5bc997f5"
"Tampa Bulls","Brandon","FL","US","SFHL","association","ee850060-3912-409e-ba2f-038cba422c01"
"Taos Jr Ice Tigers","Taos","NM","US","LOEAHA","association","d1768b23-bc1f-4ef1-9f11-a42db4713be7"
"TASA Ducks","Upper Tantallon","NS","CA","CMHF","association","063036ae-8c9f-4ff0-91b0-cc835ffa9035"
"Tatamagouche Titans","Tatamagouche","NS","CA","Independent","association","6cf9bcab-b804-42a7-b12c-281f5d1a0935"
"Tavistock Titans","Tavistock","ON","CA","OMHA","association","45b38980-f41f-4c22-b4c9-2e559e7e4174"
"Tawas Blackhawks","Tawas","MI","US","Independent","association","e24d787b-85fc-4ba6-840b-f4cbdf992ddd"
"Taylor Tornados","Taylor","BC","CA","APHL","association","c13ceea2-a3a6-4984-b1cb-9a14d61d720f"
"Team Alaska","Anchorage","AK","US","ASHA","association","f71edcb1-194f-43ab-a17d-8a2ae442352b"
"Team Colorado","Denver","CO","US","CAHA-CO","association","03f24344-9fe2-40f4-ab1b-904916bb04f5"
"Team Columbus","Columbus","OH","US","Independent","association","e13bd366-6d2e-4330-8c8b-4acdecce3e6c"
"Team Illinois","Addison","IL","US","Independent","association","9da7197b-28a1-49cc-bb67-04124a3eb6ca"
"Team Long Island","Huntington","NY","US","AGHF","association","02a63b7b-3ec2-4bb2-9f9b-271eb53e4e6a"
"Team Maryland","Rockville","MD","US","THF","association","1756b001-ecca-41ae-9917-76d2d79a1da3"
"Team Minnesota HC","Minneapolis","MN","US","Independent","association","d03cb2c9-c261-4c51-97a3-d558758328d2"
"Team North Dakota","Fargo","ND","US","Independent","association","f91525f4-17cb-43a2-9172-79a68aa8dcd6"
"Team Ohio","Lakewood","OH","US","Independent","association","a71af904-c2ce-4050-a270-fe20d8073349"
"Team Philadelphia","West Chester","PA","US","AHF","association","dc415195-5281-4a20-a358-3f70dd0bb72a"
"Team South Dakota","Sioux Falls","SD","US","Independent","association","403f64fb-5cfd-4652-b7f2-63448c51f007"
"Team Wisconsin","Madison","WI","US","Independent","association","97901e99-48f9-43b3-a6f9-683bf37c0261"
"Team Wyoming","Casper","WY","US","WAHL","association","b4b52b09-4afa-49be-a118-13851fdf141f"
"Tecumseh Shoreline Eagles","Tecumseh","ON","CA","Bluewater","association","60e1ba8b-8afd-4f74-91ad-7195d824abc1"
"Ted Reeve Thunder","Toronto","ON","CA","GTHL","association","dc804a6e-0855-44f0-92a7-14efcf80b282"
"Telluride Lizard Heads","Telluride","CO","US","CAHA-CO","association","0a48d16e-0b0b-415f-bfb6-816582b52935"
"Temagami","Temagami","ON","CA","NDHL-N","association","b2ccaf19-dbcf-40fe-83d7-76dc4c84709f"
"Temiscaming Royals","Temiscaming","QC","CA","Abitibi","association","e5e2bc3c-c74d-4882-bd5b-5d82ecefab28"
"Temiscouata Fleur de Lys","Temiscouata-sur-le-Lac","QC","CA","BSL","association","716c4c5b-f1e4-4ec2-9e6f-e2688e63f968"
"Temiskaming Shores Puckhounds","New Liskeard","ON","CA","NDHL-N","association","391647bb-3183-4507-96c3-5b454719d2fe"
"Tennessee Wolverines","Nashville","TN","US","CGHL-CE","association","811af356-7687-4c1b-b153-227e59375769"
"Terrace Bay Superior Stars","Terrace Bay","ON","CA","HNO","association","004ef0e0-b617-4be6-a1c9-336944114f3e"
"Terrace Kermode","Terrace","BC","CA","NWD","association","f2ab30f8-def0-412a-9454-608563bcf3e7"
"Terrebonne Gouverneurs","Terrebonne","QC","CA","LH3L","association","ddc3768d-21ff-4810-870d-0a5b8d5d4a9c"
"Teton Valley Cutthroats","Victor","ID","US","Independent","association","fe8caea1-ac79-4550-9184-08d6e14ae45a"
"Teulon Tigers","Teulon","MB","CA","IMH","association","7fba8f03-134d-4d29-bc91-670c0b3d5049"
"Tewksbury Redmen","Tewksbury","MA","US","MYCGL","association","f595a1b6-2ded-4ae5-9925-13e0de2aee4c"
"Texas Heat","Euless","TX","US","THL","association","c91e07d2-da9c-42f0-9c30-39c15604f037"
"Texas Jr Brahmas","North Richland Hills","TX","US","THL","association","a7afb391-1b89-454b-b084-023d1739e461"
"Texas Jr Stars","Austin","TX","US","THL","association","71c71926-c572-4da0-84bd-9fc46dc25d96"
"Texas Outlaws","College Station","TX","US","Independent","association","71b033d8-bb82-4b9f-b61c-834048d801aa"
"Texas Tigers","Farmers Branch","TX","US","THL","association","32dd2182-4929-494b-a4bb-727a8258d7a8"
"Texas Warriors","Richardson","TX","US","THL","association","13dd36ad-2420-47fb-a066-692c4687099a"
"Thamesford Attack","Thamesford","ON","CA","OMHA","association","f463b2eb-4512-41bf-998f-11c530a5b90f"
"The Pas Huskies","The Pas","MB","CA","Norman","association","0a17a835-848f-4d71-9ec7-bb49806b5675"
"Therese Martin Ecole","Joliette","QC","CA","RSEQ","association","1dbfcf7e-7419-47c6-90c1-aecec3c23275"
"Thetford Mines Appalaches","Thetford Mines","QC","CA","LHQCA","association","1c5f0a5a-b8e3-43c4-8620-8528a85979e1"
"Thetford Mines Polyvalente","Thetford Mines","QC","CA","RSEQ","association","e2a8a766-afd3-4c50-b76e-24d22ebd2c11"
"Thief River Falls Prowlers","Thief River Falls","MN","US","MN16","association","6f2288b5-34ce-4d01-8edc-322468bf0fb4"
"Thompson Blazers","Kamloops","BC","CA","BCEHL","association","62eba72b-2b6a-4858-a37e-51b5709cd4f3"
"Thompson Cariboo","Ashcroft","BC","CA","OMAHA","association","cf34fb62-ab9e-40cf-9318-efe640972d8a"
"Thompson King Miners","Thompson","MB","CA","Norman","association","645383f0-b7d9-43e7-835d-55120caf96cc"
"Thorhild Titans","Thorhild","AB","CA","NEAHL","association","4abc0b71-de7f-4727-9f96-7d394432dddc"
"Thorold Blackhawks","Thorold","ON","CA","NDHL","association","3da24c63-bec9-4b1a-90fc-c715492e4f63"
"Thousand Island Pirates","Clayton","NY","US","NNYSHL","association","e77fedcd-3e4e-4a78-850d-b231297b9b8d"
"Thunder Bay Beavers","Thunder Bay","ON","CA","HNO","association","ad62a649-90a0-46a9-a134-85c900d7fec1"
"Thunder Bay Elks","Thunder Bay","ON","CA","HNO","association","cb2c0ac8-5cf1-4dfd-a953-fd449905aa50"
"Thunder Bay Fury","Thunder Bay","ON","CA","Indep-G","association","c9d755ec-d469-411d-82ee-054a5361a23c"
"Thunder Bay Kings","Thunder Bay","ON","CA","NOHLAAA","association","70616432-11de-4868-873b-2173e2c56ff4"
"Thunder Bay Queens","Thunder Bay","ON","CA","Indep-G","association","efefd0a4-01d6-4e31-bcca-ac8ffd5e3586"
"Thunderstars HC","Forestburg","AB","CA","CAHL","association","db6860dd-976b-4a2c-a767-d20bdadeeb4b"
"Tignish Aces","Tignish","PE","CA","HPEI","association","d11d3673-c93d-47f7-9ce6-99e02fc8ff17"
"Tillsonburg Tornadoes","Tillsonburg","ON","CA","WOGHL","association","e78b61e7-439e-4918-a5d8-a3b47c039abb"
"Timmins Falcons","Timmins","ON","CA","NEOHA","association","175ec8dd-f51e-4d29-86af-c51e38cadfa8"
"Timmins North Stars","Timmins","ON","CA","NDMHL","association","78344b16-6bad-4ada-980c-86faf2a5f45d"
"Tisdale Ramblers","Tisdale","SK","CA","NEMHL","association","41c67fc1-cd18-4cc7-baa4-864a7d043054"
"TNT Tornados","New Tecumseth","ON","CA","OMHA","association","0502d971-64c0-4ffb-9c6f-04923df5f560"
"Toledo Cherokee","Toledo","OH","US","LCAHL","association","3ca4935b-0f1b-42c0-8df0-449924b019d5"
"Tomah/Sparta Titans","Tomah","WI","US","WAHA","association","ee06e099-a187-431c-87d0-8f3cd56edee6"
"Tomahawk Hatchets","Tomahawk","WI","US","WAHA","association","3f7cd8f6-a2ea-441b-8cbf-c31607181428"
"Tomorrow's Ice","Abingdon","MD","US","AHF","association","472ebe56-e8c0-40f7-957f-ef1e29b56182"
"Toms River Blackhawks","Toms River","NJ","US","AHF","association","17b0484d-c148-4b98-ab82-73526704602a"
"Tonawanda Whalers","Tonawanda","NY","US","WNYAHL","association","ad894800-b547-4d45-b19f-6646154b59a4"
"Top Gun","Salem","NH","US","EHF","association","eb385adf-16ae-4ef6-957f-02d191fa1ef6"
"Top Speed Hockey Academy","Walpole","MA","US","UT1HL","academy","efc0c0a1-2fff-436d-9acd-e6e82bf1a443"
"Toronto Aces","Toronto","ON","CA","GTHL","association","869fdd64-e481-4e1a-a07f-29d237c8e442"
"Toronto Aeros","Toronto","ON","CA","GTHL","association","596913b4-fc8c-4371-be03-0873840c3b18"
"Toronto Aeros","Toronto","ON","CA","OWHA","association","27659d22-fe27-41e1-9ebf-86e030eaf1c4"
"Toronto Attack","North York","ON","CA","GTHL","association","95892497-92ef-4500-bfa2-b119d38f6885"
"Toronto Avalanche","Toronto","ON","CA","GTHL","association","125ee3b7-75c7-47dc-a02f-89977375da15"
"Toronto Eagles","York","ON","CA","GTHL","association","71a08f55-08ac-4d5e-a3f6-43dc2d9bdba6"
"Toronto Jr Canadiens","Toronto","ON","CA","GTHL","association","a278d44a-c1f6-49be-ab59-be0e21361982"
"Toronto Leaside Wildcats","Toronto","ON","CA","OWHA","association","99ba1fe6-9379-49cb-9a06-31436278eba1"
"Toronto Marlboros","Toronto","ON","CA","GTHL","association","7f7503f0-b265-48d5-8bc5-4750987051f7"
"Toronto Nationals","Toronto","ON","CA","GTHL","association","26004993-d691-45b7-bb18-fee0fa00f588"
"Toronto Red Wings","Toronto","ON","CA","GTHL","association","53fa29c1-1491-42ed-b6a9-75c11d0057e7"
"Toronto Reps","Mississauga","ON","CA","GTHL","association","a8a0b4e3-b28f-46be-8589-be6a4fe5295f"
"Toronto Royals","Toronto","ON","CA","GTHL","association","5eef0224-48b4-4410-bd2c-7c3fe9665842"
"Toronto Shamrocks","Toronto","ON","CA","GTHL","association","619e3e10-9a75-4627-98ed-963203709764"
"Toronto Titans","Toronto","ON","CA","GTHL","association","70e15b32-bc50-4051-a664-8f2e3a7bee47"
"Toronto TOP Titans","Toronto","ON","CA","GTHL","association","d6a2c7fe-6b33-4cb2-a08d-905c03fe9e29"
"Toronto Wolverines","Toronto","ON","CA","GTHL","association","fdd2dc62-af6f-45d2-aaa1-606a58ed8e40"
"Tracadie-Sheila Eagles","Tracadie-Sheila","NB","CA","NSMHL-LHMC","association","b199e28d-4e3f-4fd4-a7c3-b8bedb7232a4"
"Trail Jr Smoke Eaters","Trail","BC","CA","OMAHA","association","89b4b461-07b5-40e6-b766-694dbe0ef580"
"Trails West Wolves","Calgary","AB","CA","HC","association","5aa50c27-84f2-4ff1-aef6-72d20dde1fa9"
"Transcona Regents","Winnipeg","MB","CA","WMHA","association","7af0de76-dbe2-4ab1-a559-2b7b372370a5"
"Traverse City North Stars","Traverse City","MI","US","Adray","association","efdeb67e-6483-4083-a598-259bc45707c4"
"Treherne North Stars","Treherne","MB","CA","PVMHA","association","6e6d5b42-6968-4a7f-b77e-6912dca15750"
"Trenton Blades","Trenton","MI","US","LCAHL","association","6e21d69b-2e95-45ec-9840-98529a9255c8"
"Tri Pen","Whitbourne","NL","CA","Independent","association","8b1b02db-0e1d-4208-8a10-20b6c6864cca"
"Tri Port Wild","Port Hardy","BC","CA","VIHL","association","71a1007d-035b-4a7d-ac76-9bc7b1b343a7"
"Tri-Centre Jr Attack","Owen Sound","ON","CA","OMHA","association","2d5d20ff-74cd-4961-819a-04cd5bb2b921"
"Tri-Cities Jr Americans","Kennewick","WA","US","NWAHL","association","b56e69b1-63d4-4701-b8fa-27193289a706"
"Tri-Cities Predators","Port Coquitlam","BC","CA","PCAHA","association","5ae95a85-fb21-4e0a-bd88-6ed0ab349700"
"Tri-City Eagles","Laurel","MD","US","AGHF","association","14739ca7-868c-4acf-b0fd-88cef793d1bf"
"Tri-City Jr Storm","Kearney","NE","US","MwHL","association","9830e6ca-f086-4483-812d-e81a3bc57718"
"Tri-City Titans","Montgomery","MN","US","MN09","association","4507009c-de93-49bb-b779-c7ab813692e9"
"Tri-County Cyclones","Kent","OH","US","CSHL","association","7d520c09-73af-4393-abc9-f3af98a79644"
"Tri-County Saints","Taunton","MA","US","PHL","association","25c40d39-f69b-4293-a0ff-7e5de9519c76"
"Tri-State Spartans","Indianapolis","IN","US","NAT1HL","association","c6538468-f7d5-4eaa-8748-2cf7ac9f5e66"
"Tri-Town Timberwolves","Brasher Falls","NY","US","NNYSHL","association","5d784ff6-576f-468d-a222-4a838b9c81c5"
"Tri-Valley Blue Devils","Dublin","CA","US","CAHA","association","1ece722a-57f7-42b7-8295-a95b80b54ba5"
"Tri-Valley MB","Foxwarren","MB","CA","Parkissimo","association","f90c00d2-0d53-4966-a70c-d7e311de2dde"
"Triad Storm","Greensboro","NC","US","ACHC","association","74b1b6d0-2c0c-40bd-8d76-267a4be605d9"
"Triboro Titans","Marlborough","MA","US","VHL","association","c9815787-fea0-48a2-baf7-70d94e33b768"
"TriCo Rivercats","Fredericton Junction","NB","CA","NBCMHL","association","a3a43333-234e-48d9-aa74-95fe17724a92"
"Triton-Amesbury Jr Maples","Amesbury","MA","US","VHL","association","f5255e56-dbb8-40a4-a48c-b07195e635e2"
"Trois-Rivieres Ouest Eagles","Trois-Rivieres","QC","CA","LHQCA","association","03cf6283-7065-4f91-96c6-bcba084c7172"
"Trois-Rivieres Patriotes","Trois-Rivieres","QC","CA","LHQCA","association","fcaab1ce-3eda-4167-8cd8-836cd0bb931a"
"Troy Albany Titans","Troy","NY","US","MVHL","association","5b1bb689-ebb3-4ca0-9c7c-6c755365d35a"
"Troy Bruins","Troy","OH","US","BTHL","association","565f0a13-f9e6-4344-9e6e-51053458601e"
"Troy Sting","Troy","MI","US","Adray","association","e20b3123-bf1b-46cd-8718-c385b2c1c137"
"Truro Bearcats","Truro","NS","CA","NCHL","association","4adb6a41-7100-4bc1-98b6-ea57553f0331"
"Tucker Road Ducks","Fort Washington","MD","US","CCHL","association","f5de6cb8-7525-4cb2-a97f-64bd28320f3f"
"Tucson Jr Roadrunners","Tucson","AZ","US","AZYHL","association","cfdb67fd-6065-4873-b19d-10d5bddb03d6"
"Tulsa Jr Oilers","Tulsa","OK","US","THL","association","05282b62-15ad-41f2-9a7f-12758e728f11"
"Tumbler Ridge","Tumbler Ridge","BC","CA","APHL","association","518defc6-bf67-4ffd-89c6-26695775ca0b"
"Tupper Lake Lumberjacks","Tupper Lake","NY","US","NNYSHL","association","4b090475-324b-4747-b5f6-ddcff00509bb"
"Turtleford Tigers","Turtleford","SK","CA","STEP","association","c95476aa-79a4-4578-941d-ebf477fd12f8"
"Tweed Hawks","Tweed","ON","CA","EOMHL","association","43ac8349-dbae-4d05-a674-2dd61e8a1132"
"Twig Blackhawks","Twig","MN","US","MN11","association","808d03d1-eff5-4930-9fc5-7f40c077fecb"
"Twillingate Combines","Twillingate","NL","CA","Independent","association","a9f620e3-7539-4629-90e7-47acdf6294e3"
"Twin Bridges Lightning","Granite City","IL","US","MoAm","association","db97c1cc-7628-4da2-8a30-9bfecbc3de44"
"Twin Centre Hericanes","St Clements","ON","CA","OWHA","association","a7d46746-e9bb-4f1e-b9fa-7f9bb175698e"
"Twin Centre Stars","St Clements","ON","CA","OMHA","association","e2068e1f-50f9-4dac-8431-d2f81314c3bf"
"Twin Rinks Sharks","Buffalo Grove","IL","US","NSYHL","association","a1911d1d-cab4-46c1-8257-cb4dc5dee6ba"
"Twin Town Breakers","Port au Choix","NL","CA","Independent","association","d1e03abe-4bf5-4f80-8d24-ed8a2df12234"
"Two Harbors Agates","Two Harbors","MN","US","MN11","association","6c9070d9-c3c3-45a6-a2f9-f33ebcbf0e58"
"Tyne Valley Tornadoes","Tyne Valley","PE","CA","HPEI","association","5ebfb0a4-36db-490c-ae6d-74642e79bd18"
"Ulysse Academy","St-Roch de L'Achigan","QC","CA","RSEQ","academy","1016bdcb-134e-475f-9acb-98b24287c7ce"
"Union Thunder","Union","NJ","US","EJEPL","association","5fa7a712-9dc0-49c1-8495-09c10888e9e3"
"United Towns Pirates","Fortune","NL","CA","Independent","association","eb50c0fd-5383-4cbf-a692-69b326d091b2"
"Unity Lazers","Unity","SK","CA","HW14","association","ba5fd612-06df-479c-bbf9-25bed6c0413d"
"Upper Canada Cyclones","Cardinal","ON","CA","HEO","association","d4e822d4-d707-472d-9cd1-b6511734bdef"
"Upper Maitland Mustangs","Kurtzville","ON","CA","OWHA","association","f130b255-dc72-4532-856f-3317043df7bd"
"Upper Ottawa Valley Aces","Renfrew","ON","CA","HEO","association","df7ac582-b495-4f49-b17c-f2248e1e2d68"
"Upper Valley Storm","West Lebanon","NH","US","NHAHA","association","f6282c0e-3ef0-4a63-a8dc-711e4223ca0e"
"Upper York Admirals","East Gwillimbury","ON","CA","OMHA","association","fbc32b38-6b42-4d11-b37f-15027312e586"
"Upstate Badgers","Syracuse","NY","US","CNY","association","7a4e2bb3-5a26-47bf-a5be-028e6cd10b04"
"USA Eagles","Bloomfield Hills","MI","US","LCAHL","association","daa7ac62-67ab-4cdc-8336-4955374dbc70"
"Utah Dawgs","Salt Lake City","UT","US","NWAHL","association","d4f09cff-6844-4b46-bec1-612740f74f15"
"Utah Jr Grizzlies","Salt Lake City","UT","US","NWAHL","association","d0012223-1b68-4fad-9c71-f031914adb95"
"Utah Jr Mustangs","Ogden","UT","US","NWAHL","association","1078ac8f-cbe0-4795-8577-ce765ff9bcc3"
"Utah Lady Grizzlies","Salt Lake City","UT","US","WGHL","association","f309e2a6-f1f9-4dee-aeab-5099796a5e7a"
"Utica Jr Comets","Utica","NY","US","THF","association","c01617c8-7c20-4f09-a928-4e150d242ef3"
"Vacaville Jets","Vacaville","CA","US","CAHA","association","ec60e1d3-cbc9-478a-9f0e-a9997c542c66"
"Vail Mountaineers","Vail","CO","US","CAHA-CO","association","359c07d8-07dc-482b-8b9a-071dec7bc3c7"
"Val-d'Or Foreurs","Val-d'Or","QC","CA","Abitibi","association","69d9d2ea-0dc9-4314-806f-ff5b9f4dd3cb"
"Valcourt Bombardiers","Valcourt","QC","CA","Estrie","association","acda5e4b-8adb-4282-8cd6-514877d9cf16"
"Valemount Wildcats","Valemount","BC","CA","NCD","association","8389ae0b-3b19-47ef-bf9e-acc4e944cd4b"
"Vallee Ambassadeurs","Amqui","QC","CA","BSL","association","2676e941-1fe3-4a7b-81ef-0f03109b3ee8"
"Valley City Vipers","Valley City","ND","US","NDAHA","association","76664322-6a59-4585-8b84-a957044a2cf0"
"Valley Forge Colonials","Oaks","PA","US","AHF","association","2170817b-4e65-4494-a5fc-9e106a7b820a"
"Valley Forge Minutemen","Oaks","PA","US","AYHL","association","95d3e0d0-48fb-4418-a6f1-04b942da1a50"
"Valley Jr Warriors","Lawrence","MA","US","E9HL","association","720f41a3-8dc2-4cf1-8634-519f3d136e60"
"Valley Storm","Barry's Bay","ON","CA","UOVMHL","association","dfc3dfe5-a0b7-44b6-a310-2bf4fa3ae7ed"
"Valley Thunder","Wasilla","AK","US","ASHA","association","352187b1-5e28-44e0-973e-4db1d63df549"
"Valley West Giants","Delta","BC","CA","BCEHL","association","1f268344-5ea8-478f-a7fc-591a6ab37d8b"
"Valley Wild","Kentville","NS","CA","NSFHL","association","168f9ce1-80a4-44b2-ae00-c4758fd3981e"
"Valleyfield Braves","Salaberry-de-Valleyfield","QC","CA","LHGM","association","cff40afd-1a5c-4ba0-a322-a8bba0a5b8a2"
"Valleyview Ice Bears","Valleyview","AB","CA","APHL","association","7a248463-1f34-4980-84a8-2e84fb90c43c"
"Vancouver Angels","Vancouver","BC","CA","PCAHA","association","ab9c1237-9a64-494d-858e-6e4fa1faedaf"
"Vancouver Island Royals","Victoria","BC","CA","BCEHL","association","73db403c-6861-4d7b-b667-142700c09434"
"Vancouver NE Chiefs","Burnaby","BC","CA","BCEHL","association","9968159d-5bd5-4666-861c-13f83d5d34b2"
"Vancouver NW Hawks","West Vancouver","BC","CA","BCEHL","association","6ae82832-186b-4158-9f2e-7811666b8cd7"
"Vancouver Rangers","Vancouver","WA","US","PNAHA","association","8e4fe337-97be-488a-8078-40da8a14965f"
"Vancouver Spirit","Vancouver","BC","CA","PCAHA","association","aeb5fad8-e439-4a19-a40a-9a5043ca8052"
"Vancouver Thunderbirds","Vancouver","BC","CA","PCAHA","association","b3ded8d9-1524-4f63-bf30-b2660fc1d98e"
"Vanderhoof Bears","Vanderhoof","BC","CA","NWD","association","4deb8c7a-fde4-4dce-a65f-ba5fd37ec04c"
"Varennes Blitz","Varennes","QC","CA","LHER","association","3a931de5-2ebd-4fab-95ce-fbd93b7a7874"
"Vaudr-Ile Mustangs","Vaudreuil-Dorion","QC","CA","LHGM","association","ec3d8d26-9c50-41c3-a928-40d20aee1ca1"
"Vaughan Flames","Vaughan","ON","CA","OWHA","association","91391f58-860f-456a-84a4-2297dbe8e9bd"
"Vaughan JCC Warriors","Vaughan","ON","CA","NYHL","association","c0d13c83-1fbc-43cb-8ed4-0863e4d005ff"
"Vaughan Kings","Vaughan","ON","CA","GTHL","association","161f366f-e108-46ee-9c48-1311e9594475"
"Vaughan Panthers","Vaughan","ON","CA","GTHL","association","930c7f7a-0e3a-4dfe-9256-58387cfe317f"
