name,city,province,country,governing_body,org_type,id
"Morell Mustangs","Morell","PE","CA","HPEI","association","4f6aebb6-99ad-407c-85e4-26d4d72c2d72"
"Morgantown Blades","Morgantown","WV","US","PAHL","association","a9cf2ee7-51a9-4e36-a933-b66828897993"
"Morris Benson Area Storm","Morris","MN","US","MN15","association","18ae31d4-4312-4057-9be7-0eeb8806784a"
"Mortagne Ecole Noir & Or","Boucherville","QC","CA","LHEQ","association","013b20e6-9df3-4ec0-aecb-0586952be05b"
"Moscow Bears","Moscow","ID","US","IAHA","association","99c123ed-4f0e-49b3-8f2b-16a658170235"
"Moses Lake","Moses Lake","WA","US","PNAHA","association","120da58e-09b0-4df4-85dd-33550fe5dcbb"
"Mosinee Pride","Mosinee","WI","US","WAHA","association","a227d797-8e8a-4087-90d1-b660fd72d03c"
"Mossbank Blades","Mossbank","SK","CA","SSHL","association","aa6cca2c-b174-4cf8-92a5-608d50a885e2"
"Mound Westonka White Hawks","Mound","MN","US","MN03","association","2f48fa80-1431-4c8b-afac-ac7bd85e13ae"
"Mounds View Irondale","Mounds View","MN","US","MN02","association","194c81fc-0b6d-498f-911c-f192b14dcd44"
"Mount Academy","Charlottetown","PE","CA","CSSHL","academy","e81d3f6f-e049-485c-8a6f-7f3270abc568"
"Mount Pearl Blades","Mount Pearl","NL","CA","DJHL","association","e580820b-586b-44ba-8e64-9978b32bdebd"
"Mount St Charles Hockey Academy","Woonsocket","RI","US","NEPack","academy","d8e085d5-d81c-46fd-b50e-38bda8417bd2"
"Mount St Charles Jr Mounties","Woonsocket","RI","US","EHF","association","d2b413b1-95ab-4741-be24-d298d9b03022"
"Mountain Select","Aspen","CO","US","CAHA-CO","association","0979b816-8e6f-439b-97f8-3f975a817d5d"
"MSFN","Loon Lake","SK","CA","STEP","association","efee673c-3819-478e-9bee-f94e1d90410e"
"Mt Brydges Cougars","Mt Brydges","ON","CA","OMHA","association","cd47b28e-096b-4bc3-8a64-41187985ed8c"
"Mt Forest Rams","Mount Forest","ON","CA","OMHA","association","1876d863-54e3-414f-856f-1e9079ee6bad"
"Mt Lebanon Hornets","Mt. Lebanon","PA","US","PAHL","association","1e431922-54b3-47a5-af4b-98da87738c48"
"Mt Pleasant Patriots","Mt Pleasant","MI","US","Adray","association","69d7ed6f-52fb-42b7-9fae-2da6dbcd57a4"
"Mt Shasta Icebreakers","Mt Shasta","CA","US","Independent","association","d5215c26-a683-4b7a-a6a1-873ffbb950a8"
"Mt Washington Valley Eagles","Conway","NH","US","NHAHA","association","7b4707d7-5e19-4602-87e5-a4ea3c240449"
"Muenster Flyers","Muenster","SK","CA","ECMHL","association","1e55292e-70fd-4802-9de9-0c360cc219b2"
"Munising Islanders","Munising","MI","US","CUP","association","c240a74d-99a3-4589-b9cf-80722ae3b975"
"Music City Marauders","Nashville","TN","US","Independent","association","261632c0-dbd2-4ccc-9399-59add8c92937"
"Muskeg Lake Blades","Muskeg Lake","SK","CA","SVMHL","association","c1faaa4c-50b5-474e-9773-ffae23f16f3f"
"Muskoka Rock","Port Carling","ON","CA","MOMHL","association","027d256d-a2a0-4ebc-84a5-c6b15ab2e5a6"
"Muskrat Voyageurs","Cobden","ON","CA","UOVMHL","association","a38cc65e-5da6-4ae4-9895-3f2a36ef7e30"
"MyEdge Hockey","Minneapolis","MN","US","Independent","association","42188f1b-afd6-4765-8ce9-d97cfa563bbf"
"Naicam Vikings","Naicam","SK","CA","NEMHL","association","150d207c-68ab-4d58-9cde-03687ef4c62d"
"Nakusp Falcons","Nakusp","BC","CA","WKMHA","association","6996719c-4209-4170-ab60-0f69ad23cdce"
"Nanaimo Jr Clippers","Nanaimo","BC","CA","VIHL","association","7a4de9e0-c3ee-44c5-b3ce-286c7b513650"
"Nanton Palominos","Nanton","AB","CA","CAHL","association","379605a3-bd9b-4fcf-b8ce-bdf98ed74ebc"
"Nantucket Nor'Easters","Nantucket","MA","US","SCHL","association","b8382867-8656-4523-9f3f-30c2a1de28aa"
"Napanee Crunch","Napanee","ON","CA","OWHA","association","af45301c-9ca9-4f80-9fff-fc4af6fe1550"
"Napanee Stars","Napanee","ON","CA","EOMHL","association","c57d5f6c-5419-461e-a4a6-d32e66e72c1b"
"Naperville Sabres","Naperville","IL","US","CSDHL","association","90acc28c-bb15-42b0-87b6-1bfd8b04cfdb"
"Napierville Mustangs","Napierville","QC","CA","LHER","association","9928c683-173d-4ea6-8a68-75eac2205dab"
"Nashoba Grizzlies","Westford","MA","US","MYCGL","association","28a25ef3-b804-4aa3-8315-6c27cb223f06"
"Nashville Flyers","Nashville","TN","US","SESCL","association","e5d48a97-426f-4e08-b67c-3b1d143b8254"
"Nashville Jr Predators","Nashville","TN","US","SYTHL","association","94af88c6-b7bc-4f1c-a83c-13d7f7aeaea1"
"Nashville Warriors","Nolensville","TN","US","Independent","association","632dd21e-6032-4978-a314-ee7000d9d4e0"
"Nassau County Lions","Hicksville","NY","US","EJEPL","association","8d2b4499-2dea-466f-ae61-1da0c1449464"
"Natick Comets","Natick","MA","US","MYCGL","association","71a23ddb-79de-43eb-8d3f-c92986130653"
"Navy Rams","Annapolis","MD","US","CBHL","association","fb3334dd-8736-492f-9100-b9927b44d1fd"
"NC Golden Bears","Raleigh","NC","US","ACHC","association","dfb16f37-f89d-4693-b6a8-49796a3cf3d4"
"NEBC Trackers","Fort St John","BC","CA","AEHL","association","d2d631ac-d6ae-4f33-8b74-b81fafb2f3a3"
"Neebing Hawks","Thunder Bay","ON","CA","HNO","association","995c4685-042b-4c7c-a0c4-221d6783a6a0"
"Needham Rockets","Needham","MA","US","MYCGL","association","d3ee2ac2-809f-4159-912c-95f975df31c2"
"Neepawa Titans","Neepawa","MB","CA","Parkissimo","association","46fac675-edc8-4a4c-a653-64fadf401482"
"Neilburg Monarchs","Neilburg","SK","CA","STEP","association","67790c92-7732-4cdc-8b3e-c368347e9974"
"Nelson House","Nelson House","MB","CA","Norman","association","a7e73dad-2fd3-4a9e-ad70-6bb0e01f8332"
"Nelson Jr Leafs","Nelson","BC","CA","OMAHA","association","6a7380e8-1a78-4b6d-a6d2-5713b4645199"
"Nepean Raiders","Nepean","ON","CA","HEO","association","96a1e006-cd16-4401-bcb9-71721dbac61c"
"Nepean Wildcats","Nepean","ON","CA","OWHL-E","association","6b1d03ac-91cc-4f7a-a0b2-1106f2abb13a"
"Neponset Valley River Rats","Canton","MA","US","BEAST","association","434675b3-e990-496c-a1f0-79c19a28bec3"
"Nest Hockey Academy","Wesley Chapel","FL","US","SFHL","academy","c7ecb4f3-1f67-47bd-890b-d18ed533452d"
"New Brunswick Selects","Moncton","NB","CA","Independent","association","93882507-1b14-44cc-a1f5-1463a8f1b73c"
"New Canaan Winter Club","New Canaan","CT","US","AHF","association","3cfca578-e593-48ed-8d68-72d11aad3603"
"New England Bulldogs","Billerica","MA","US","EHF","association","f0e8a5a0-38fb-4bf1-bf78-4e25036a8bf9"
"New England Jr Hawks","Nashua","NH","US","E9HL","association","59515244-dd4d-4602-b74b-5a2e388f3d97"
"New England Knights","Raynham","MA","US","E9HL","association","65c1ee85-7a4b-4c59-9391-8aa17a7788c0"
"New England Predators","Haverhill","MA","US","PHL","association","aae86e8f-1abc-4173-ae71-03318fa59731"
"New England Stars","Tyngsboro","MA","US","PHL","association","deee8d10-80e3-4fa0-873e-45ef0a59309f"
"New England Wildcats","Hookset","NH","US","NEGHL","association","94c62666-528a-440c-bd41-62aebf8feaa1"
"New England Wolves","Laconia","NH","US","NHAHA","association","102ec0c6-4876-4b69-a998-41a6b609c650"
"New Hamburg Huskies","New Hamburg","ON","CA","OMHA","association","4e4daa2d-43e4-4194-b3b4-6242412c30c7"
"New Hampshire Avalanche","Hooksett","NH","US","E9HL","association","77e22a80-ee4b-4e07-a1d7-427d409b57df"
"New Hampshire Mountain Kings","Hooksett","NH","US","BEAST","association","7dc2b146-fc57-4e23-8658-5ab0b87c7ef0"
"New Hampshire Selects","Wolfeboro","NH","US","NHAHA","association","7009450a-6182-4b38-b7b4-5a21c687291b"
"New Hartford / Whitestown","New Hartford","NY","US","CNY","association","e0eae164-bd21-42bb-9e59-bb2b0bf97902"
"New Jersey Bandits","Wayne","NJ","US","AGHF","association","3945031f-b77c-4cb0-96ad-c9e38e561929"
"New Jersey Colonials","Morristown","NJ","US","AYHL","association","b2d692c6-986b-471b-9ee4-b54d08d38b64"
"New Jersey Devils","West Orange","NJ","US","AYHL","association","153777c2-d7fe-470c-937e-87e925977618"
"New Jersey Falcons","Englewood","NJ","US","NJYHL","association","d6cfad46-9048-4688-9da0-dacae942e066"
"New Jersey Ice Dogs","Hackensack","NJ","US","HVHL","association","03262fc0-79e1-4f3b-90c2-4eeeae38140a"
"New Jersey Jets","Randolph","NJ","US","AHF","association","5e5eb23e-33e6-4f6b-81a8-77ccb2b84400"
"New Jersey Jr Titans","Middletown","NJ","US","AYHL","association","86407271-4a92-45ef-adbb-32af4ae3790e"
"New Jersey Rams","Ramsey","NJ","US","Independent","association","fa247b3d-5376-4704-8199-c3e4ef6e7e91"
"New Jersey Rockets","Bridgewater","NJ","US","AHF","association","983c2cce-b133-4e94-a3e6-234b11d214b8"
"New Mexico Ice Wolves","Albuquerque","NM","US","RMHF","association","d705a968-f060-4ad3-8f48-ab7c1bea5a89"
"New Mexico Mustangs","Los Alamos","NM","US","CGHL-CO","association","eedf346d-6c5b-4552-b7a7-e76f43ac39e5"
"New Mexico Scorpions","Rio Rancho","NM","US","LOEAHA","association","79e2dce4-2d5f-4fc1-9713-812d001e3dbc"
"New Mexico Warriors","Rio Rancho","NM","US","Independent","association","f081bc3f-7ab9-48a2-ab68-ac4c70132da6"
"New Prague Trojans","New Prague","MN","US","MN06","association","34c82e1f-fe56-4a73-ba85-5ae6c5189331"
"New Richmond Tigers","New Richmond","WI","US","MN02","association","be51cf3c-fc94-4ea5-9edb-512b4c8b4dbd"
"New Rochelle Lightning","New Rochelle","NY","US","HVHL","association","02038ec3-9c9b-49c9-86c9-346b30a00b61"
"New Sarepta Eagles","New Sarepta","AB","CA","CAHL","association","c1e24e0f-88ee-45ad-a523-31e6b22e9cf9"
"New Tecumseth IceCats","Alliston","ON","CA","OWHA","association","f1e50e62-ec75-463f-b938-2685bf0f2d11"
"New Ulm / Sleepy Eye","New Ulm","MN","US","MN04","association","f1e4c2a4-5812-4fe8-91eb-339ff794c32b"
"New Waterford Sharks","New Waterford","NS","CA","NCHL","association","7244dadb-8710-46de-8ce8-65751c60a1f0"
"New Westminster Royals","New Westminster","BC","CA","PCAHA","association","7280022b-5b6b-44b6-a134-a8b53bdf9b72"
"New York Aviators","Brooklyn","NY","US","HVHL","association","dcd90736-bbc3-47e7-9dae-b29154b19f2f"
"New York City Cyclones","New York","NY","US","EJEPL","association","bac634c9-746b-4bf6-a7c5-22f881a0ed83"
"New York Ice Cats","Manhattan","NY","US","HVHL","association","c45cf52c-ab2c-4eb9-8cc9-d8396dcdc345"
"New York Islanders","East Meadow","NY","US","AGHF","association","6d432ac4-5b7c-4570-bb1d-581112f427ec"
"Newark Generals","Newark","OH","US","BTHL","association","c330e2f0-6f28-481c-a986-ea6e448962d0"
"Newburyport Clippers","Newburyport","MA","US","VHL","association","928453e8-8953-40f4-80d6-9efd7c4a45d2"
"Newcastle Stars","Newcastle","ON","CA","EOMHL","association","b502c4c5-daaf-4bdc-a585-b8a9dae71cac"
"Newmarket Renegades","Newmarket","ON","CA","OMHA","association","c7aeb7bb-448a-4679-9b37-86f420cf6073"
"Newport Whalers","Middletown","RI","US","SCHL","association","589953d8-48df-45ff-b630-aefc815c516b"
"Newton Tigers","Newton","MA","US","VHL","association","329e5e5f-a37d-44d8-bd91-19d2ecc03cd7"
"NEZ Chill","Edmonton","AB","CA","EFHL","association","de560025-81a7-492b-949c-fe83a1e0f6c0"
"NGS Braves","Maxville","ON","CA","UCMHL","association","4deca6c4-c4cb-4130-a76c-39cd0d9f070b"
"NH East Eagles","Exeter","NH","US","NHAHA","association","ddde3284-0933-47d2-a023-d5f5b69296d3"
"Niagara Falls Canucks","Niagara Falls","ON","CA","NDHL","association","809f4751-4f07-4404-86b8-6f88728a6850"
"Niagara Falls Rapids","Niagara Falls","ON","CA","OWHA","association","3fcaff23-f664-449b-aae6-4e70443a52a2"
"Niagara Jr Purple Eagles","Niagara Falls","NY","US","GLGHL","association","3ca09d15-7704-4114-b675-d65dac3dd45e"
"Niagara North Stars","St Catharines","ON","CA","OMHA","association","4eb5ca1c-3c4c-4e54-90f7-f5f0e1421a0c"
"Niagara-On-The-Lake Wolves","Niagara-on-the-Lake","ON","CA","NDHL","association","834e3959-e295-48ec-a05c-42ba81f7e247"
"Nichols School","Buffalo","NY","US","WNYAHL","academy","f1acf40e-4960-48f3-a1fa-597b463e8740"
"Nickel City Cubs","Val Caron","ON","CA","NDMHL","association","e2c93a7e-265e-4dbe-8d32-362bb4a92616"
"Nicolas Gatineau Polyvalente","Gatineau","QC","CA","RSEQ","association","2eb668af-2dba-4bfa-a035-988d7e3d0cd6"
"Nicolet Panthers","Nicolet","QC","CA","LHQCA","association","4ad45003-105c-4462-9d79-47b4163693d2"
"Niles Rangers","Niles","IL","US","NWHL","association","a7cb85d2-59a3-4578-9824-0fe9ee0a86ca"
"Nipawin Hawks","Nipawin","SK","CA","NEMHL","association","c5d96680-ebb6-426f-8f34-4eaa9d90f0e4"
"Nipigon Elks","Nipigon","ON","CA","HNO","association","cb437838-209c-49e7-856f-1204fabacf89"
"Niverville Clippers","Niverville","MB","CA","Eastman","association","59558105-22c2-4bc6-9e0e-a13c6dbbb048"
"NoCo Jr Eagles","Fort Collins","CO","US","CAHA-CO","association","7b35f90c-abbd-4e85-b6b0-4c58f7b88758"
"Nonotuck Knights","Easthampton","MA","US","GSL","association","72d6ae25-32b6-48ed-acf1-78954a160a75"
"Nord Ouest Pionniers","St Leonard","NB","CA","NBD1&2","association","93ff69c0-7d1a-44e3-99cc-4ed626c9ec4b"
"Norfolk Hericanes","Simcoe","ON","CA","OWHA","association","f4a87198-a991-4fc6-b201-96b34b83aed9"
"Norfolk Knights","Port Dover","ON","CA","OMHA","association","ed4f4c42-cfe5-412e-8d17-2168bbcfa8d1"
"Norfolk-Norwood Icemen","Norwood","NY","US","NNYSHL","association","59aa6f7b-2c31-4c49-85ce-27545982a71b"
"Norman Northstars","Thompson","MB","CA","MMHL","association","3b4e0e45-63f8-4090-af81-f922dc9437f5"
"Noroit Gouverneurs","Quebec City","QC","CA","LHQCA","association","8e451451-b4b3-4718-8f85-ec0b4d017046"
"North American Hockey Academy","Wellesley","MA","US","E9HL","academy","8e3669d2-c652-4f1f-8a2e-8806bda16ff7"
"North Andover Knights","North Andover","MA","US","VHL","association","16687e78-a1d7-4bb4-9a1c-ae660db39666"
"North Bay Junior Lakers","North Bay","ON","CA","OWHA","association","9072851a-32a3-4806-a839-257a01bd17a0"
"North Bay Trappers","North Bay","ON","CA","NDHL-N","association","76da167e-6d2b-4707-b5c8-6d21320cef60"
"North Bay Trappers AAA","North Bay","ON","CA","NOHA","association","8f1172e9-4137-4173-9d45-87d980954be5"
"North Branch Vikings","North Branch","MN","US","MN10","association","65709659-8f6c-43cb-b447-14a3b4a6bb1a"
"North Central Mass Sting","Gardner","MA","US","VHL","association","7c8e6226-5fc1-4413-978a-0f6482d496ab"
"North Central Predators","Orillia","ON","CA","OMHA","association","91dda3ed-7bb1-4197-86cb-f0c8814ab373"
"North Channel Lightning","Desbarats","ON","CA","Independent","association","bf0c8269-f0cb-4c77-96a9-b04cf465bd86"
"North Country Cougars","Rouses Point","NY","US","NNYSHL","association","6ac3656c-46bd-47ef-9404-9adfddcfad8b"
"North Delta Sun Devils","Delta","BC","CA","PCAHA","association","e56e8a18-9acf-4031-92b7-98a7d51c5588"
"North Dundas Demons","Winchester","ON","CA","UCMHL","association","b50cf2a5-8867-4eb1-8408-328a3f66648c"
"North Durham Blades","Uxbridge","ON","CA","OWHA","association","7e5c4b53-919a-4e61-951d-94ff2ada9042"
"North Durham Warriors","Uxbridge","ON","CA","LHL","association","947ff1d6-a802-4d3b-9e89-50f5b05217f8"
"North East BC Predators","Fort St John","BC","CA","Indep-G","association","f5558ee5-2c06-4e76-8227-05ea62d2afab"
"North End Flames","Thunder Bay","ON","CA","HNO","association","8622785d-7c52-4239-ba53-636e0fd6d61c"
"North Franklin Shamrocks","Fort Covington","NY","US","NNYSHL","association","17d40645-806e-409b-9d14-12db20230079"
"North Halton Twisters","Georgetown","ON","CA","OWHA","association","9254e8eb-ce81-4749-930d-a085644efcbb"
"North Jersey Avalanche","Hackensack","NJ","US","AHF","association","8b8a4d2d-8a3d-414d-9791-57307e619982"
"North Lakeland Bucks","Presque Isle","WI","US","WAHA","association","f506ffc5-fda2-4db7-ad1f-bbaa0a08a119"
"North London Nationals","London","ON","CA","OMHA","association","e6427a25-5c12-4159-981e-e2b2a1b0f6be"
"North Metro Pirates","Brooklyn Park","MN","US","MN03","association","3a88a046-f561-42ad-abc3-386fb4e91c28"
"North Middlesex Jr Stars","Parkhill","ON","CA","OMHA","association","1f977e9b-f4b3-4d5b-a555-033f28020bc6"
"North Okanagan Knights","Armstrong","BC","CA","OMAHA","association","00139f5b-f68d-4007-8045-3a6e57185ff5"
"North Olmsted Eagles","North Olmsted","OH","US","CSHL","association","b62e7045-223d-4dcc-b029-b92a73e6e0be"
"North Park","New York","NY","US","EJEPL","association","3fb515be-8f76-4fd9-bd5c-76b26c4a240c"
"North Pittsburgh Wildcats","Marshall Township","PA","US","PAHL","association","fa5901d5-b77c-4bec-8bce-c8cdf952ac17"
"North Reading Hornets","North Reading","MA","US","VHL","association","51a68cb7-ad50-4c1b-9baf-bf2a15cccdf7"
"North River Flames","Cornwall","PE","CA","HPEI","association","ff925190-a662-4bad-9a0b-77da57f0745f"
"North SEERA","Edmonton","AB","CA","EFHL","association","3ac8218b-9981-4fef-843f-7d4533f6b4d3"
"North Selects","St Jerome","QC","CA","LHEQ","association","75e18131-3d44-440c-97cc-7372d3147494"
"North Shore Avalanche","North Vancouver","BC","CA","PCAHA","association","02c39ee0-67b3-4fe7-89f5-981db6dfb91a"
"North Shore Shamrocks","Wilmington","MA","US","EHF","association","0ca8e02d-be55-457d-94b6-d49a42cfac3f"
"North Shore Storm","Silver Bay","MN","US","MN11","association","095aeed3-d0b4-49a7-b589-986e66fa622d"
"North Shore Vipers","Tewksbury","MA","US","NEGHL","association","be56dd57-c556-433e-8b93-d4c60ab7e323"
"North Shore Warhawks","Winnetka","IL","US","MSGH","association","549b8929-70c1-4893-bfce-8bafe410bdfc"
"North Shore Warriors","North Vancouver","BC","CA","CSSHL","association","13c5e03d-4c5c-4255-ba9c-eb4a5bdb1ce7"
"North Shore Whitecaps","Bowmanville","ON","CA","OMHA","association","316d67df-2cbf-482a-9428-1e96ff458077"
"North Shore Winter Club Winterhawks","North Vancouver","BC","CA","PCAHA","association","4625dea8-e84e-472a-ac62-6d045b922577"
"North Simcoe Capitals","Midland","ON","CA","OWHA","association","d0bcd03e-1180-4a91-93a4-498ebabfc225"
"North Suburban Wings","Middleton","MA","US","BEAST","association","df8a664b-0a3b-473e-a3a3-ec56d668a977"
"North Toronto","Toronto","ON","CA","GTHL","association","63b66206-2c91-42de-868b-a7d770b581fc"
"North Vancouver Storm","North Vancouver","BC","CA","PCAHA","association","a74e609f-8a13-4a6b-8682-0593a9d3ac77"
"North West Bulls","Hartland","NB","CA","NBD1&2","association","a493de7b-f2d6-4ea4-974a-80bf98753ebf"
"North York Knights","North York","ON","CA","GTHL","association","a04c0810-b84b-460f-89a3-a2ea8ba66f57"
"North York Rangers","North York","ON","CA","GTHL","association","a9bb5c21-daa3-4aef-99f7-cd96a10d0c3a"
"North York Storm","Toronto","ON","CA","OWHA","association","ae6053de-b5af-4d1a-aaad-2db45856aa75"
"Northbrook Bluehawks","Northbrook","IL","US","CSDHL","association","eae23122-3912-4c2a-a497-436b11c14a73"
"Northeast Eagles","St John's","NL","CA","DJHL","association","244de3d1-6b13-484e-abf6-77bb384ed10f"
"Northeast Generals","Bridgewater","MA","US","EHF","association","3155183b-0247-4e67-a355-a15351242c9c"
"Northeast Wolfpack","Melfort","SK","CA","SAAHL","association","b25b7611-2ac5-4c56-8f0d-1701fa2879f0"
"Northern Alberta Xtreme","Edmonton","AB","CA","CSSHL","association","79fb6324-7c05-4ad1-933c-a1a7b1a4e232"
"Northern Berkshire Black Bears","North Adams","MA","US","NNYSHL","association","e56ecec5-5680-439f-90f0-aa9f449238a6"
"Northern CT Nor'Easter","Simsbury","CT","US","BEAST","association","55b8dea1-3f81-47c6-8d69-f3f6d788800d"
"Northern Cyclones","Hudson","NH","US","EHF","association","c6b16fe3-b097-4a98-8e3c-aaf875a336c9"
"Northern Express","Park Ridge","IL","US","CSDHL","association","fbb177e3-e4c9-4f28-a493-c910f8a3179a"
"Northern Hills Chinook","Spearfish","SD","US","SDAHA","association","c8858c30-9748-489a-83e2-bf3e9f73f023"
"Northern Kentucky Norse","Covington","KY","US","BTHL","association","21a094d5-556b-47d9-b8d2-425965951e03"
"Northern Lakes Lightning","Pequot Lakes","MN","US","MN15","association","f23dc7fb-b1f2-4035-8561-0f7f08227a5c"
"Northern Tier Stars","Isanti","MN","US","MN10","association","77cbe489-56e3-45dd-a38b-28f03c358e82"
"Northern VA Ice Dogs","Alexandria","VA","US","CBHL","association","fef0b460-4cc0-4c17-afd6-a863b7116b17"
"Northfield Raiders","Northfield","MN","US","MN09","association","501c6844-8d6b-4529-bfcd-cb33e5bd3f4a"
"Northshire Bulldogs","Manchester","VT","US","VSAHA","association","48d8fa09-f7df-42f6-b918-e75f3bd6b7e9"
"Northside Vikings","Sydney Mines","NS","CA","NCHL","association","d009bf4e-6939-4d66-9289-6176c12a8678"
"NorthStar Christian Academy Knights","Alexandria","MN","US","NAT1HL","academy","a32748aa-b699-498a-954a-47ef5af1a331"
"Northumberland Bruins","Murray River","PE","CA","HPEI","association","37630543-80e0-44f1-9f36-a40328927778"
"Northumberland Nighthawks","Cobourg","ON","CA","LHL","association","d9c5dbf0-b63f-4042-aad2-f01fbe1da8b9"
